Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
DY87071,Arizona,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.355353,Four-Door Car,Medsize
MK92016,Oregon,8026.04923,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,109,10,20,0,6,Corporate Auto,Corporate L3,Offer1,Branch,898.430079,SUV,Medsize
DQ34772,Arizona,6361.845408,No,Extended,High School or Below,2/20/11,Unemployed,M,0,Rural,Married,88,28,23,0,4,Personal Auto,Personal L3,Offer4,Branch,110.527627,Four-Door Car,Medsize
SR96970,Oregon,3489.276369,No,Extended,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,98,29,37,0,1,Personal Auto,Personal L3,Offer2,Call Center,705.6,Four-Door Car,Small
NA39347,California,5824.224192,No,Basic,College,2/20/11,Employed,M,73976,Urban,Divorced,73,27,84,0,3,Personal Auto,Personal L2,Offer2,Web,338.529369,Four-Door Car,Medsize
CE75354,California,5923.208,No,Basic,Bachelor,2/20/11,Employed,F,36685,Suburban,Married,74,15,25,0,5,Corporate Auto,Corporate L1,Offer1,Branch,355.2,Four-Door Car,Medsize
GG29821,Oregon,8193.555045,No,Basic,Bachelor,2/20/11,Employed,M,54950,Urban,Married,103,25,75,0,7,Corporate Auto,Corporate L1,Offer4,Web,480.578584,SUV,Medsize
RN98239,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize
ZJ22033,Washington,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Corporate Auto,Corporate L1,Offer2,Agent,300.056383,Four-Door Car,Medsize
DL61016,Oregon,4940.508153,No,Basic,College,2/20/11,Employed,M,65985,Rural,Single,71,3,47,5,4,Special Auto,Special L1,Offer2,Agent,42.43131,Four-Door Car,Medsize
CF50291,California,4272.80504,No,Premium,College,2/20/11,Unemployed,F,0,Suburban,Single,114,0,75,0,1,Personal Auto,Personal L2,Offer1,Call Center,1343.619461,Four-Door Car,Small
ZW93288,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
FM47139,Oregon,2466.376803,No,Basic,College,2/20/11,Employed,F,44855,Rural,Married,63,3,71,1,1,Personal Auto,Personal L3,Offer2,Branch,103.607499,Four-Door Car,Medsize
BL13393,Oregon,5897.986595,No,Basic,High School or Below,2/20/11,Employed,F,77835,Rural,Divorced,74,2,30,1,4,Personal Auto,Personal L3,Offer3,Web,43.618784,Four-Door Car,Medsize
HH15953,California,3013.439451,No,Extended,Bachelor,2/20/11,Disabled,M,21353,Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576,Four-Door Car,Medsize
BS29584,Oregon,2589.695091,No,Basic,College,2/20/11,Unemployed,F,0,Suburban,Single,73,6,11,0,1,Personal Auto,Personal L3,Offer1,Web,350.4,Four-Door Car,Medsize
SY46862,Arizona,5657.685223,No,Extended,High School or Below,2/20/11,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Offer1,Agent,336.612234,Sports Car,Medsize
WP62115,Washington,13865.83107,No,Basic,College,2/20/11,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Offer1,Branch,333.051529,Two-Door Car,Medsize
RX93631,Arizona,6438.97103,No,Extended,Bachelor,2/20/11,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.628547,Four-Door Car,Medsize
BQ15946,Oregon,6685.069081,No,Extended,Doctor,2/20/11,Employed,M,56270,Suburban,Married,83,23,2,0,4,Personal Auto,Personal L2,Offer2,Branch,398.4,Four-Door Car,Medsize
LN11802,California,26570.34335,No,Basic,Master,2/20/11,Unemployed,M,0,Suburban,Married,100,16,36,0,2,Personal Auto,Personal L3,Offer1,Agent,480,Sports Car,Large
DD27635,Oregon,8047.410936,No,Basic,Doctor,2/20/11,Disabled,M,29808,Rural,Married,105,18,38,1,3,Personal Auto,Personal L1,Offer1,Call Center,52.456587,SUV,Medsize
US43945,California,2521.684392,No,Basic,Bachelor,2/20/11,Employed,F,41247,Suburban,Divorced,64,17,6,0,1,Personal Auto,Personal L3,Offer4,Web,307.2,Two-Door Car,Large
BL42392,Arizona,4826.831451,No,Basic,Doctor,2/20/11,Medical Leave,M,18779,Urban,Married,63,10,65,0,4,Personal Auto,Personal L3,Offer3,Agent,215.255721,Four-Door Car,Large
AK72422,California,29049.71315,No,Premium,College,2/20/11,Disabled,M,21070,Suburban,Divorced,195,6,47,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,1404,Sports Car,Small
YF26585,Nevada,4758.470236,No,Basic,High School or Below,2/20/11,Employed,M,92324,Suburban,Married,119,5,46,2,1,Corporate Auto,Corporate L3,Offer1,Agent,603.110961,Sports Car,Large
FX72157,Oregon,8556.58016,No,Premium,High School or Below,2/20/11,Employed,F,52440,Urban,Single,109,27,58,0,3,Corporate Auto,Corporate L3,Offer2,Agent,371.206205,Four-Door Car,Medsize
RV52244,Arizona,2498.35063,No,Basic,Bachelor,2/20/11,Employed,F,31357,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Offer2,Branch,2.016239,Four-Door Car,Medsize
EF99768,California,4424.579094,No,Basic,High School or Below,2/20/11,Employed,F,37800,Suburban,Divorced,112,0,77,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,662.715218,SUV,Large
ZT63368,Arizona,2618.80573,No,Basic,College,2/20/11,Unemployed,M,0,Suburban,Single,74,2,51,0,1,Personal Auto,Personal L3,Offer1,Agent,470.956628,Four-Door Car,Medsize
DB50188,California,4448.642277,No,Basic,College,2/20/11,Employed,M,23006,Suburban,Married,113,17,60,0,1,Personal Auto,Personal L3,Offer1,Branch,792.104571,SUV,Medsize
MQ64736,Washington,3700.420255,No,Extended,Bachelor,2/20/11,Medical Leave,F,12287,Suburban,Single,99,11,49,0,1,Personal Auto,Personal L3,Offer2,Call Center,712.8,Four-Door Car,Small
LK90215,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L3,Offer2,Agent,300.056383,Four-Door Car,Medsize
NK34682,Oregon,2736.53263,No,Basic,Bachelor,2/20/11,Employed,M,39492,Suburban,Married,68,12,9,0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Medsize
DA34555,California,3363.004143,No,Extended,College,2/20/11,Employed,F,80138,Urban,Married,83,3,33,0,1,Personal Auto,Personal L3,Offer4,Branch,209.427344,Four-Door Car,Medsize
KU56071,Oregon,4991.535369,No,Basic,College,2/20/11,Employed,F,93416,Urban,Married,62,5,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246.249051,Two-Door Car,Medsize
VX79712,Washington,6775.924167,No,Extended,Doctor,2/20/11,Employed,M,27354,Suburban,Married,86,2,13,1,7,Personal Auto,Personal L3,Offer4,Branch,412.8,Two-Door Car,Medsize
VE75717,Nevada,4868.807554,No,Extended,High School or Below,2/20/11,Employed,F,31447,Suburban,Married,121,12,16,0,1,Personal Auto,Personal L3,Offer1,Web,580.8,SUV,Large
YK26558,California,5264.642009,No,Basic,College,2/20/11,Unemployed,F,0,Rural,Divorced,72,30,26,0,8,Special Auto,Special L3,Offer1,Branch,135.888306,Four-Door Car,Medsize
TD90177,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize
LZ98529,Arizona,10382.50368,No,Basic,High School or Below,2/20/11,Retired,M,11721,Suburban,Divorced,102,2,56,2,2,Personal Auto,Personal L2,Offer2,Agent,560.91624,SUV,Medsize
AQ52711,Oregon,6897.505859,No,Premium,Bachelor,2/20/11,Employed,F,65337,Suburban,Married,173,9,22,1,1,Personal Auto,Personal L3,Offer1,Agent,830.4,SUV,Large
AZ43057,California,5746.05593,No,Basic,Master,2/20/11,Employed,M,50798,Rural,Married,72,21,59,0,7,Personal Auto,Personal L3,Offer2,Call Center,64.977867,Four-Door Car,Medsize
IV54766,Oregon,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
EY97047,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,300.056383,Four-Door Car,Medsize
LM79795,Oregon,7488.785177,No,Basic,High School or Below,2/20/11,Employed,M,39602,Suburban,Divorced,64,15,59,0,2,Personal Auto,Personal L1,Offer3,Agent,307.2,Two-Door Car,Small
YA87855,Arizona,7179.22522,No,Extended,Master,2/20/11,Employed,M,23179,Suburban,Divorced,91,11,79,0,9,Corporate Auto,Corporate L3,Offer2,Agent,436.8,Two-Door Car,Medsize
JC37131,Arizona,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Special Auto,Special L3,Offer1,Call Center,542.4,SUV,Medsize
BS26376,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L1,Offer1,Agent,185.355353,Four-Door Car,Medsize
ZM42260,Arizona,8005.964669,No,Basic,College,2/20/11,Employed,M,63357,Suburban,Married,101,26,42,0,5,Personal Auto,Personal L2,Offer2,Agent,565.508572,SUV,Medsize
ME37051,California,7340.496505,No,Basic,Bachelor,2/20/11,Employed,M,50165,Rural,Divorced,62,15,63,0,2,Personal Auto,Personal L3,Offer1,Agent,129.999138,Two-Door Car,Medsize
XB89264,Nevada,5260.921627,No,Basic,High School or Below,2/20/11,Employed,F,60101,Rural,Married,66,34,74,0,3,Corporate Auto,Corporate L2,Offer2,Agent,1.332349,Two-Door Car,Medsize
HY16703,Oregon,7158.530736,No,Extended,College,2/20/11,Employed,M,36463,Suburban,Single,92,8,25,0,3,Personal Auto,Personal L3,Offer1,Agent,441.6,Four-Door Car,Medsize
ZG23976,California,8632.783576,No,Premium,Bachelor,2/20/11,Employed,F,96200,Suburban,Married,107,9,45,0,3,Personal Auto,Personal L2,Offer2,Web,513.6,Two-Door Car,Small
YF73402,Oregon,2566.398498,No,Basic,High School or Below,2/20/11,Employed,M,67778,Urban,Married,64,17,17,1,1,Personal Auto,Personal L3,Offer2,Agent,171.287759,Four-Door Car,Large
DH51686,Arizona,4048.722426,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,118,9,26,0,1,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Small
MP85571,Arizona,5558.31428,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Personal L2,Offer3,Agent,2156.011022,SUV,Medsize
OX87524,California,2611.128028,No,Basic,Master,2/20/11,Employed,F,90349,Suburban,Divorced,64,31,77,0,1,Personal Auto,Personal L3,Offer4,Branch,435.7186,Four-Door Car,Medsize
PC72443,Oregon,4529.072491,No,Premium,College,2/20/11,Employed,F,94757,Rural,Married,112,0,25,0,1,Personal Auto,Personal L3,Offer3,Agent,5.453269,Four-Door Car,Medsize
WR73970,Arizona,2960.567044,No,Basic,Bachelor,2/20/11,Employed,M,92070,Suburban,Married,74,16,1,0,1,Corporate Auto,Corporate L2,Offer3,Branch,368.669336,Four-Door Car,Medsize
CG15505,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize
BM46418,Nevada,2772.835753,No,Basic,College,2/20/11,Employed,M,30606,Urban,Married,71,11,7,0,1,Personal Auto,Personal L3,Offer2,Branch,253.04739,Two-Door Car,Medsize
VD78722,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize
PY57181,Oregon,9416.474669,No,Extended,College,2/20/11,Unemployed,M,0,Suburban,Married,86,9,83,1,2,Personal Auto,Personal L3,Offer2,Call Center,412.8,Four-Door Car,Medsize
BZ92811,California,5948.98896,No,Premium,High School or Below,2/20/11,Employed,F,88122,Suburban,Married,148,15,10,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize
OT42923,California,2751.250209,No,Basic,High School or Below,2/20/11,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336,Four-Door Car,Medsize
WX16610,California,5824.767025,No,Basic,Bachelor,2/20/11,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize
ZT60177,California,3802.994357,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,108,4,29,0,1,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize
TS53731,California,8660.838974,No,Basic,College,2/20/11,Employed,F,79674,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medsize
CE71123,California,12751.27591,No,Basic,Bachelor,2/20/11,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small
HH49378,California,30859.36361,No,Basic,Master,2/20/11,Employed,M,69872,Rural,Married,111,35,10,2,2,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize
NG68910,California,8901.055724,No,Basic,High School or Below,2/20/11,Employed,M,46814,Suburban,Married,113,7,19,0,3,Corporate Auto,Corporate L1,Offer4,Agent,542.4,SUV,Medsize
PH47195,California,5492.388442,No,Extended,Bachelor,2/20/11,Employed,M,74271,Rural,Divorced,136,1,79,0,1,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize
HS97983,California,30647.63125,No,Premium,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small
CJ35075,California,4665.245047,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,68,16,35,1,3,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize
OW68478,California,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,SUV,Medsize
AC73173,California,3694.647081,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,102,13,84,0,1,Personal Auto,Personal L2,Offer3,Call Center,610.617285,SUV,Large
AI49188,Nevada,12887.43165,No,Premium,Bachelor,2/19/11,Employed,F,48767,Suburban,Married,108,18,38,0,2,Personal Auto,Personal L3,Offer1,Agent,566.472247,Two-Door Car,Medsize
ZK25313,Oregon,2872.051273,No,Basic,High School or Below,2/19/11,Employed,M,57749,Suburban,Single,74,31,21,0,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize
OI48267,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize
MW70227,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize
IT78748,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small
WU14435,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small
IL28481,Oregon,6112.756868,No,Extended,Bachelor,2/19/11,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,Large
PX90263,Oregon,5121.563312,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,Medsize
ES39217,Oregon,7785.004214,No,Extended,Bachelor,2/19/11,Employed,F,44897,Suburban,Married,99,22,46,1,7,Personal Auto,Personal L1,Offer4,Web,580.72531,Four-Door Car,Small
XK61304,California,5297.151805,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18,57,0,4,Personal Auto,Personal L3,Offer1,Agent,336,Four-Door Car,Medsize
EG62398,California,7998.143771,No,Basic,High School or Below,2/19/11,Employed,F,29066,Suburban,Married,100,13,51,0,3,Personal Auto,Personal L3,Offer2,Branch,844.229478,SUV,Medsize
AM92343,Oregon,11599.50219,No,Extended,High School or Below,2/19/11,Employed,F,67616,Urban,Married,96,25,17,0,2,Personal Auto,Personal L3,Offer3,Agent,340.306584,Four-Door Car,Medsize
MK34957,Oregon,13297.71225,No,Basic,College,2/19/11,Employed,F,50631,Suburban,Married,112,19,12,4,2,Special Auto,Special L1,Offer2,Agent,784.65781,SUV,Medsize
ZX86243,Arizona,3278.53188,No,Extended,Doctor,2/19/11,Employed,M,70247,Rural,Single,83,13,19,1,1,Personal Auto,Personal L2,Offer4,Call Center,141.799422,Four-Door Car,Medsize
XN41715,California,7396.283653,No,Extended,Master,2/19/11,Employed,F,71135,Urban,Married,92,11,64,1,3,Personal Auto,Personal L3,Offer1,Branch,270.563995,Four-Door Car,Medsize
ST96866,Washington,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Special Auto,Special L3,Offer1,Agent,960.115399,SUV,Large
FI20423,Arizona,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize
DW96592,California,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize
TC44716,California,21569.33731,No,Basic,Bachelor,2/19/11,Retired,M,23909,Suburban,Single,119,21,86,0,2,Personal Auto,Personal L1,Offer1,Agent,571.2,SUV,Medsize
DS45802,California,5414.61734,No,Basic,High School or Below,2/19/11,Employed,F,26893,Rural,Married,68,1,31,0,5,Personal Auto,Personal L3,Offer4,Agent,68.226001,Four-Door Car,Medsize
PO98961,Washington,6701.770088,No,Extended,College,2/19/11,Medical Leave,M,18400,Suburban,Married,89,26,52,0,8,Corporate Auto,Corporate L3,Offer2,Agent,640.8,Two-Door Car,Small
HJ79774,Oregon,2764.802284,No,Basic,College,2/19/11,Employed,F,31591,Urban,Married,72,17,65,4,1,Corporate Auto,Corporate L1,Offer3,Branch,240.241499,Four-Door Car,Medsize
JH30384,California,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L2,Offer1,Agent,451.670309,Two-Door Car,Small
WJ74851,Nevada,5700.761833,No,Basic,Bachelor,2/19/11,Employed,F,26811,Suburban,Married,72,22,82,0,3,Personal Auto,Personal L3,Offer4,Agent,465.763576,Two-Door Car,Medsize
YJ69332,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small
OA89218,Nevada,11660.57298,No,Premium,College,2/19/11,Employed,F,21506,Suburban,Divorced,151,11,42,0,4,Personal Auto,Personal L3,Offer2,Agent,826.658992,Sports Car,Medsize
NN65845,Washington,2585.937023,No,Basic,Bachelor,2/19/11,Disabled,F,21603,Suburban,Married,68,11,46,2,1,Personal Auto,Personal L3,Offer4,Branch,326.4,Four-Door Car,Large
OF24813,Washington,32961.15225,No,Basic,High School or Below,2/19/11,Employed,F,66014,Urban,Married,102,34,11,0,2,Personal Auto,Personal L3,Offer2,Branch,459.966453,SUV,Medsize
ZH35315,California,4900.545112,No,Basic,College,2/19/11,Disabled,M,22976,Suburban,Married,66,19,33,0,4,Personal Auto,Personal L2,Offer2,Branch,345.951322,Four-Door Car,Large
KN87338,Oregon,2726.392968,No,Basic,High School or Below,2/19/11,Employed,F,48039,Rural,Married,68,4,37,0,1,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize
HS28694,Washington,2829.863912,No,Basic,High School or Below,2/19/11,Employed,F,25317,Rural,Married,71,15,97,0,1,Personal Auto,Personal L2,Offer4,Branch,50.422181,Two-Door Car,Medsize
UV53712,California,5562.456386,No,Basic,College,2/19/11,Employed,F,59649,Rural,Married,69,33,71,1,8,Personal Auto,Personal L3,Offer2,Web,167.738267,Four-Door Car,Medsize
KQ43374,Oregon,4128.091334,No,Basic,College,2/19/11,Employed,F,32114,Urban,Married,104,22,50,0,1,Corporate Auto,Corporate L3,Offer1,Agent,445.29049,SUV,Medsize
JR38787,Nevada,14432.74644,No,Extended,High School or Below,2/19/11,Disabled,M,24561,Suburban,Married,126,1,31,0,2,Personal Auto,Personal L1,Offer2,Branch,853.473552,SUV,Small
TE82896,Oregon,2746.080105,No,Basic,High School or Below,2/19/11,Unemployed,F,0,Suburban,Married,74,5,75,0,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize
NL32558,Arizona,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small
DQ31994,Nevada,8663.497618,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Single,83,18,90,1,2,Corporate Auto,Corporate L2,Offer2,Agent,398.4,Four-Door Car,Medsize
HX17929,California,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large
LU12532,California,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L3,Offer1,Agent,451.670309,Two-Door Car,Small
PO27978,Oregon,14727.50526,No,Basic,Doctor,2/19/11,Employed,F,97785,Urban,Single,73,35,36,0,2,Personal Auto,Personal L1,Offer1,Call Center,236.614219,Two-Door Car,Medsize
YF87007,Oregon,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Corporate Auto,Corporate L1,Offer1,Agent,571.479602,Four-Door Car,Large
JP69867,Nevada,8512.13221,No,Premium,College,2/19/11,Employed,M,61725,Suburban,Divorced,106,7,70,0,6,Personal Auto,Personal L3,Offer2,Call Center,508.8,Four-Door Car,Large
XW60886,California,6275.155361,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,90,15,55,0,3,Personal Auto,Personal L3,Offer4,Branch,900.242038,Four-Door Car,Small
JN51592,Arizona,16985.49688,No,Extended,Bachelor,2/19/11,Employed,F,22497,Suburban,Married,212,15,71,0,7,Special Auto,Special L1,Offer1,Branch,1017.6,Luxury Car,Medsize
AM26717,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L1,Offer1,Agent,960.115399,SUV,Large
FP23103,Oregon,5800.188903,No,Extended,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,78,32,37,0,5,Special Auto,Special L2,Offer2,Agent,374.4,Two-Door Car,Medsize
LA60344,Arizona,18690.34066,No,Basic,College,2/19/11,Unemployed,M,0,Suburban,Single,68,6,94,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Small
WZ13788,Nevada,10097.68732,No,Extended,High School or Below,2/19/11,Employed,F,48999,Suburban,Married,86,6,65,3,2,Corporate Auto,Corporate L3,Offer1,Web,412.8,Four-Door Car,Medsize
IO25161,Arizona,2280.386988,No,Basic,College,2/19/11,Unemployed,F,0,Urban,Married,61,16,29,0,1,Personal Auto,Personal L2,Offer2,Agent,283.881697,Four-Door Car,Medsize
SJ16410,Arizona,7532.262392,No,Extended,Bachelor,2/19/11,Employed,M,41458,Rural,Single,98,6,67,0,3,Personal Auto,Personal L3,Offer3,Agent,191.100227,Four-Door Car,Medsize
NB30963,California,5994.226432,No,Extended,High School or Below,2/19/11,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Personal L3,Offer1,Agent,166.1306,Two-Door Car,Large
XP96549,Oregon,4429.193391,No,Basic,High School or Below,2/19/11,Employed,F,20868,Suburban,Married,112,14,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Large
QK88438,Arizona,5323.267311,No,Basic,College,2/19/11,Employed,F,55289,Rural,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medsize
HD99234,Oregon,10244.2435,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Single,94,23,34,0,2,Personal Auto,Personal L1,Offer3,Agent,451.2,Four-Door Car,Medsize
HW56522,Arizona,19185.0725,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,244,4,33,0,5,Personal Auto,Personal L3,Offer1,Agent,76.826503,Luxury Car,Small
PP39078,California,5623.611187,No,Basic,College,2/19/11,Employed,F,31504,Suburban,Married,71,8,27,0,3,Special Auto,Special L1,Offer4,Branch,340.8,Four-Door Car,Small
WI75766,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large
IR62720,Nevada,6842.580052,No,Extended,Bachelor,2/19/11,Disabled,M,25259,Suburban,Married,87,18,8,0,9,Personal Auto,Personal L1,Offer3,Agent,417.6,Four-Door Car,Medsize
IB59831,Oregon,15512.56424,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0,7,0,2,Corporate Auto,Corporate L2,Offer1,Agent,638.4,SUV,Small
WA24038,Oregon,4595.457544,No,Basic,Bachelor,2/19/11,Employed,M,76357,Rural,Married,117,18,96,1,1,Personal Auto,Personal L3,Offer1,Call Center,4.074222,SUV,Medsize
MF15503,Nevada,7055.962564,No,Premium,Bachelor,2/19/11,Unemployed,M,0,Suburban,Single,108,25,82,1,4,Special Auto,Special L2,Offer2,Branch,777.6,Two-Door Car,Medsize
VY96711,California,19231.77266,No,Premium,Master,2/19/11,Employed,F,99772,Rural,Married,158,10,38,0,2,Corporate Auto,Corporate L2,Offer2,Branch,51.902587,SUV,Medsize
CV35709,Oregon,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Corporate Auto,Corporate L2,Offer2,Web,256.43803,Four-Door Car,Medsize
VH66357,California,2769.72527,No,Basic,College,2/19/11,Employed,M,39646,Urban,Married,70,9,35,0,1,Personal Auto,Personal L3,Offer4,Agent,279.714859,Four-Door Car,Small
