Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
JV58396,California,3054.541283,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29,19,0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small
HC16500,Arizona,8189.967712,No,Basic,Doctor,2/25/11,Employed,M,72191,Urban,Married,68,19,48,0,2,Personal Auto,Personal L3,Offer3,Call Center,209.387509,Four-Door Car,Medsize
KE36052,Arizona,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Corporate Auto,Corporate L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize
KI70852,Nevada,3569.864625,No,Basic,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,101,12,38,0,1,Personal Auto,Personal L3,Offer1,Call Center,1201.085226,SUV,Small
WD38067,California,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,Medsize
EI57866,Arizona,2584.824329,No,Basic,Master,2/23/11,Employed,M,60942,Urban,Married,64,11,56,0,1,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large
WA63124,Nevada,2113.85703,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,65,27,37,2,1,Personal Auto,Personal L1,Offer3,Call Center,468.0,Four-Door Car,Small
UQ71296,Washington,5625.307768,No,Basic,College,2/28/11,Employed,M,97095,Urban,Married,70,4,8,0,5,Personal Auto,Personal L1,Offer4,Branch,208.035411,Four-Door Car,Large
BC77846,Nevada,6325.030596,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89,4,86,0,7,Personal Auto,Personal L2,Offer3,Agent,614.572672,Two-Door Car,Medsize
PZ80067,Oregon,4836.394361,No,Premium,High School or Below,2/25/11,Unemployed,M,0,Suburban,Divorced,140,15,87,0,1,Personal Auto,Personal L2,Offer3,Branch,672.0,SUV,Small
IN56924,California,5409.955926,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,62,1,9,5,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize
IS58553,Oregon,15173.96841,No,Extended,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126,20,32,0,2,Personal Auto,Personal L3,Offer1,Branch,604.8,SUV,Medsize
TN71995,Arizona,5637.740051,No,Extended,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,84,4,52,1,4,Personal Auto,Personal L3,Offer2,Agent,403.2,Four-Door Car,Large
VG83453,California,3557.368368,No,Extended,Doctor,2/21/11,Disabled,M,17272,Suburban,Married,93,30,58,0,1,Personal Auto,Personal L2,Offer4,Call Center,446.4,Two-Door Car,Medsize
LE74625,California,2961.31408,No,Extended,Master,2/28/11,Medical Leave,M,22608,Suburban,Married,77,5,10,0,1,Personal Auto,Personal L1,Offer2,Agent,369.6,Four-Door Car,Small
PS43764,Washington,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Special Auto,Special L2,Offer2,Call Center,350.4,Four-Door Car,Medsize
UI80897,Washington,5552.596353,No,Basic,High School or Below,2/27/11,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large
VV35420,Arizona,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L1,Offer2,Agent,386.031248,Four-Door Car,Small
VA77345,Oregon,3531.039178,No,Extended,College,2/25/11,Employed,F,26884,Urban,Married,89,11,84,0,1,Special Auto,Special L2,Offer4,Call Center,238.132215,Four-Door Car,Medsize
ZR32858,California,4315.788632,No,Basic,Bachelor,2/25/11,Employed,F,41252,Urban,Married,109,25,31,0,1,Personal Auto,Personal L3,Offer2,Branch,514.059402,SUV,Medsize
YM74115,Nevada,2531.586761,No,Basic,Bachelor,2/22/11,Disabled,M,28898,Rural,Married,67,15,85,0,1,Corporate Auto,Corporate L1,Offer1,Branch,82.811346,Four-Door Car,Medsize
HW19141,Oregon,3452.414955,No,Extended,Bachelor,2/28/11,Employed,F,65773,Urban,Married,89,24,35,4,1,Corporate Auto,Corporate L2,Offer2,Call Center,245.308491,Four-Door Car,Medsize
YO41331,Oregon,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L3,Offer2,Call Center,19.575683,Two-Door Car,Large
PB39857,California,5129.608404,No,Extended,Master,2/23/11,Employed,M,72433,Urban,Married,126,34,48,0,1,Personal Auto,Personal L3,Offer2,Agent,343.139611,SUV,Large
BN13780,California,18065.27192,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,234,11,26,0,7,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,Medsize
QM74025,Oregon,4582.155128,No,Basic,High School or Below,2/24/11,Employed,F,49558,Suburban,Divorced,115,1,73,0,1,Personal Auto,Personal L2,Offer3,Web,552.0,SUV,Large
UA74474,Oregon,4515.184003,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1,28,1,1,Corporate Auto,Corporate L3,Offer2,Branch,802.278237,Four-Door Car,Small
PF88939,Nevada,7860.086842,No,Basic,Doctor,2/28/11,Disabled,M,21726,Suburban,Married,104,20,79,0,8,Personal Auto,Personal L2,Offer2,Branch,697.010998,SUV,Medsize
WY23230,Oregon,6086.431746,No,Extended,College,2/24/11,Retired,F,13688,Suburban,Divorced,84,25,2,0,8,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,Medsize
XG92008,Arizona,3215.196994,No,Extended,Master,2/23/11,Employed,F,24191,Rural,Married,80,11,32,0,1,Personal Auto,Personal L2,Offer4,Branch,103.750234,Four-Door Car,Medsize
JX50334,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
MF49636,Arizona,5390.27165,No,Basic,High School or Below,2/23/11,Employed,M,70705,Urban,Married,69,31,61,2,6,Personal Auto,Personal L1,Offer1,Agent,272.024652,Two-Door Car,Medsize
MW83318,Oregon,8826.611996,No,Basic,College,2/24/11,Employed,F,26320,Suburban,Married,111,3,92,0,9,Corporate Auto,Corporate L2,Offer1,Web,603.819794,SUV,Large
HL14274,California,11895.18188,No,Extended,College,2/28/11,Employed,F,88218,Rural,Divorced,99,9,25,0,2,Personal Auto,Personal L3,Offer2,Web,50.32306,Two-Door Car,Large
MS45259,Nevada,4864.382304,No,Basic,College,2/27/11,Employed,M,88079,Rural,Married,61,16,37,0,3,Personal Auto,Personal L2,Offer2,Agent,121.88814,Two-Door Car,Medsize
QT43282,Oregon,9409.143498,No,Basic,Master,2/25/11,Employed,M,76847,Rural,Single,118,16,52,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.58501,SUV,Medsize
XC77244,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,Small
IT92328,Nevada,9350.872287,No,Premium,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,275,3,64,1,1,Corporate Auto,Corporate L3,Offer1,Agent,1980.0,Luxury SUV,Medsize
MQ73697,Nevada,3776.665506,No,Extended,College,2/21/11,Employed,F,68727,Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.520235,Two-Door Car,Large
EP64833,California,6179.699689,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,86,12,96,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,412.8,Four-Door Car,Medsize
ZZ41158,Washington,4089.429492,No,Basic,College,2/24/11,Employed,M,28506,Suburban,Married,104,27,37,0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,Small
QM59790,Arizona,3142.87734,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Divorced,86,17,35,0,1,Personal Auto,Personal L3,Offer4,Branch,412.8,Four-Door Car,Small
SS20130,Oregon,5424.256733,No,Basic,Bachelor,2/27/11,Employed,F,67414,Rural,Married,68,7,37,0,8,Personal Auto,Personal L1,Offer2,Branch,148.778455,Four-Door Car,Medsize
HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize
SG62327,Nevada,8111.651948,No,Basic,High School or Below,2/21/11,Employed,M,30622,Suburban,Married,68,22,86,0,2,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small
EU48798,Nevada,8160.587729,No,Basic,College,2/21/11,Disabled,F,24980,Suburban,Divorced,71,34,14,0,2,Personal Auto,Personal L3,Offer2,Web,511.2,Two-Door Car,Medsize
CU69816,California,2721.749756,No,Basic,Bachelor,2/22/11,Medical Leave,M,22885,Suburban,Married,73,20,46,0,1,Corporate Auto,Corporate L2,Offer2,Web,386.245297,Four-Door Car,Medsize
UY57856,Oregon,2987.949471,No,Extended,College,2/27/11,Unemployed,F,0,Suburban,Single,83,14,22,0,1,Corporate Auto,Corporate L2,Offer3,Branch,708.693556,Four-Door Car,Medsize
OG84541,Arizona,12780.276,No,Basic,Master,2/24/11,Employed,F,33514,Urban,Married,105,33,2,0,2,Personal Auto,Personal L2,Offer1,Branch,265.215014,Sports Car,Medsize
QA22158,Arizona,7122.273163,No,Extended,College,2/23/11,Employed,F,64571,Suburban,Divorced,89,34,91,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,452.115601,Four-Door Car,Small
NS12730,Oregon,7297.687812,No,Extended,Bachelor,2/23/11,Employed,M,24672,Suburban,Married,93,9,44,0,9,Personal Auto,Personal L2,Offer4,Branch,669.6,Two-Door Car,Medsize
PS78418,Oregon,5773.90039,No,Basic,Bachelor,2/25/11,Employed,M,52278,Urban,Married,73,31,91,0,3,Personal Auto,Personal L2,Offer1,Branch,234.997994,Two-Door Car,Medsize
KU25309,Oregon,22425.25604,No,Basic,College,2/22/11,Employed,M,22537,Suburban,Married,64,24,87,1,2,Corporate Auto,Corporate L3,Offer4,Branch,307.2,Four-Door Car,Medsize
MN32305,Oregon,2063.387895,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,64,22,34,3,1,Personal Auto,Personal L3,Offer1,Agent,602.911057,Four-Door Car,Small
HN97052,Oregon,5205.90965,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Married,72,18,91,0,9,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Medsize
KE41602,Arizona,7588.35586,No,Extended,High School or Below,2/23/11,Employed,M,76516,Suburban,Married,95,13,15,0,9,Personal Auto,Personal L1,Offer2,Branch,661.008979,Two-Door Car,Medsize
IQ63581,California,5066.827444,No,Basic,Master,2/21/11,Employed,F,40215,Rural,Divorced,64,11,22,0,3,Personal Auto,Personal L2,Offer3,Branch,98.480884,Four-Door Car,Medsize
BW65176,Arizona,3141.252909,No,Extended,College,2/22/11,Employed,M,43499,Suburban,Married,80,8,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,529.490007,Four-Door Car,Medsize
QA32784,Oregon,4983.178714,No,Extended,Bachelor,2/26/11,Disabled,M,21497,Suburban,Married,128,31,58,0,1,Personal Auto,Personal L3,Offer3,Call Center,614.4,Sports Car,Medsize
RU75949,Oregon,12332.51669,No,Basic,College,2/28/11,Employed,M,85789,Rural,Married,105,18,54,2,2,Personal Auto,Personal L1,Offer1,Agent,122.302824,Sports Car,Medsize
WL61717,Arizona,4922.165949,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,69,2,76,0,3,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize
RK81706,Arizona,7388.733207,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638.371157,Four-Door Car,Medsize
TD19026,California,2861.717418,No,Basic,High School or Below,2/22/11,Employed,F,90083,Urban,Married,71,23,47,0,1,Personal Auto,Personal L3,Offer4,Agent,181.689191,Two-Door Car,Medsize
WP65749,Nevada,7377.231238,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Married,69,16,42,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Medsize
NS14955,Oregon,11726.18921,No,Extended,Master,2/26/11,Employed,F,40564,Rural,Married,97,0,36,0,2,Personal Auto,Personal L2,Offer4,Call Center,85.968142,Four-Door Car,Small
UH79028,Nevada,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
JM89095,Oregon,10058.74013,No,Extended,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,92,30,81,0,2,Personal Auto,Personal L2,Offer1,Call Center,640.229108,Two-Door Car,Medsize
HE99696,Washington,4787.206586,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Small
VZ23007,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize
TZ37274,Arizona,4628.280887,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,62,32,31,0,3,Personal Auto,Personal L3,Offer3,Web,690.548602,Four-Door Car,Medsize
PC27174,Oregon,4031.539471,No,Premium,College,2/23/11,Unemployed,F,0,Suburban,Single,117,2,41,0,1,Personal Auto,Personal L1,Offer2,Web,842.4,Four-Door Car,Medsize
ZV42323,California,5640.729767,No,Basic,Bachelor,2/25/11,Employed,M,67523,Urban,Single,72,35,21,0,7,Corporate Auto,Corporate L2,Offer2,Web,345.237659,Two-Door Car,Medsize
XJ34057,California,10339.59799,No,Extended,Bachelor,2/25/11,Employed,M,67134,Rural,Married,131,5,63,1,6,Personal Auto,Personal L2,Offer1,Call Center,277.448968,Sports Car,Medsize
NJ54277,California,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,19.575683,Two-Door Car,Large
TO87218,California,7413.386729,No,Basic,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,508.8,Sports Car,Medsize
KZ80383,Arizona,6035.086336,No,Extended,High School or Below,2/23/11,Employed,F,29587,Suburban,Married,76,25,4,0,3,Personal Auto,Personal L2,Offer2,Branch,422.024661,Four-Door Car,Medsize
QX84389,California,9024.199159,No,Basic,Master,2/25/11,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Offer3,Agent,537.6,Sports Car,Small
WC26700,California,7495.676658,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763.2,Four-Door Car,Medsize
ZR41880,Nevada,3038.829992,No,Extended,College,2/26/11,Employed,F,75180,Rural,Single,77,15,30,3,1,Corporate Auto,Corporate L3,Offer3,Agent,154.907769,Four-Door Car,Large
ES97823,Oregon,24096.23695,No,Extended,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,97,1,40,0,2,Personal Auto,Personal L1,Offer4,Web,1154.635974,Four-Door Car,Medsize
TH72397,California,6279.816729,No,Extended,Bachelor,2/21/11,Employed,M,50562,Suburban,Married,79,19,34,0,9,Personal Auto,Personal L2,Offer2,Call Center,545.013504,Four-Door Car,Medsize
CK29372,California,5070.352408,No,Basic,College,2/28/11,Employed,F,23840,Suburban,Married,64,32,66,0,7,Personal Auto,Personal L2,Offer4,Call Center,307.2,Four-Door Car,Small
GU42671,Arizona,6106.941981,No,Extended,Bachelor,2/21/11,Medical Leave,F,16654,Suburban,Married,79,23,31,0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize
CY90231,Nevada,25253.10198,No,Basic,Master,2/26/11,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Small
RZ98310,Nevada,17349.03226,No,Extended,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,92,3,7,0,2,Personal Auto,Personal L3,Offer1,Call Center,441.6,Four-Door Car,Medsize
VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize
KR29524,Oregon,4742.617289,No,Basic,Bachelor,2/26/11,Employed,F,78596,Rural,Married,118,1,70,0,1,Personal Auto,Personal L1,Offer1,Branch,133.907696,SUV,Medsize
LH90819,California,4210.096739,No,Basic,Master,2/22/11,Employed,M,21885,Rural,Single,108,7,29,0,1,Corporate Auto,Corporate L2,Offer3,Agent,52.339396,SUV,Large
YP38413,Oregon,25805.50599,No,Basic,College,2/28/11,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.366255,Two-Door Car,Medsize
XD32841,Oregon,13897.38856,No,Premium,Bachelor,2/23/11,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medsize
NH95163,Oregon,3707.282365,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.885191,Four-Door Car,Medsize
CJ29883,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.577946,Four-Door Car,Medsize
LJ35581,Washington,10025.91827,No,Premium,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,141,25,27,0,3,Personal Auto,Personal L3,Offer2,Agent,1015.2,SUV,Medsize
DL11519,Oregon,6875.606133,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,104,24,49,0,6,Special Auto,Special L2,Offer1,Branch,748.8,SUV,Medsize
XV53746,California,16484.01644,No,Basic,High School or Below,2/21/11,Employed,F,91354,Suburban,Married,68,30,26,0,2,Special Auto,Special L2,Offer2,Agent,361.646987,Two-Door Car,Medsize
IH23596,California,2546.364668,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,296.692076,Four-Door Car,Medsize
HH22446,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large
LK57294,Oregon,4786.009693,No,Basic,High School or Below,2/25/11,Employed,M,23402,Suburban,Married,61,29,38,0,7,Personal Auto,Personal L1,Offer4,Call Center,292.8,Four-Door Car,Medsize
JM88889,California,12244.9049,No,Premium,High School or Below,2/25/11,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384.01403,Four-Door Car,Medsize
SQ87105,Oregon,4760.941906,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Offer1,Web,489.6,Four-Door Car,Medsize
MS20849,California,6745.886896,No,Extended,College,2/21/11,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209.465295,Four-Door Car,Medsize
HV75704,California,22762.21479,No,Basic,Bachelor,2/26/11,Employed,F,70521,Suburban,Married,63,13,26,0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Small
PH83205,Oregon,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Corporate Auto,Corporate L3,Offer2,Agent,340.8,Two-Door Car,Medsize
SK66747,Washington,66025.75407,No,Basic,Bachelor,2/22/11,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.892002,Luxury SUV,Medsize
VM51572,Washington,7385.359236,No,Basic,Bachelor,2/23/11,Employed,M,54289,Suburban,Married,62,32,13,0,2,Personal Auto,Personal L2,Offer2,Call Center,430.093647,Four-Door Car,Medsize
MR50410,Nevada,5067.002561,No,Extended,College,2/24/11,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Offer4,Branch,601.983113,SUV,Medsize
LP59331,Arizona,5282.543094,No,Basic,College,2/26/11,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413.288851,Four-Door Car,Medsize
GS26763,California,11633.57855,No,Extended,Bachelor,2/21/11,Employed,F,39669,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.935479,Two-Door Car,Small
CM73149,California,14244.73069,No,Extended,Bachelor,2/24/11,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large
OE19653,Oregon,3500.855508,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Married,93,4,63,0,1,Personal Auto,Personal L2,Offer4,Branch,446.4,Two-Door Car,Small
AD12500,California,17822.56375,No,Extended,High School or Below,2/23/11,Employed,F,42696,Suburban,Single,228,17,50,0,9,Personal Auto,Personal L2,Offer3,Call Center,1273.741085,Luxury Car,Small
ZE59681,Nevada,2798.679988,No,Basic,College,2/27/11,Employed,M,88009,Urban,Single,71,29,21,0,1,Corporate Auto,Corporate L2,Offer1,Branch,266.52482,Two-Door Car,Medsize
WX92260,Washington,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
AZ15952,Oregon,8749.496793,No,Premium,Bachelor,2/28/11,Employed,M,52373,Rural,Divorced,111,2,37,0,9,Personal Auto,Personal L3,Offer1,Web,186.160527,Four-Door Car,Medsize
ER51965,Washington,4240.925575,No,Premium,College,2/28/11,Employed,M,49746,Suburban,Married,111,4,85,3,1,Corporate Auto,Corporate L2,Offer1,Agent,589.298521,Four-Door Car,Medsize
FX73249,Oregon,7304.15545,No,Premium,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,104,35,79,0,3,Personal Auto,Personal L2,Offer1,Agent,499.2,Four-Door Car,Medsize
ZF84966,Nevada,44856.11397,No,Extended,Doctor,2/22/11,Employed,F,61675,Urban,Married,123,35,54,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,482.550044,SUV,Medsize
IY38767,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
WG51244,Oregon,21850.34627,No,Basic,Bachelor,2/26/11,Employed,M,48107,Suburban,Divorced,190,6,34,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,912.0,Luxury SUV,Small
BF56053,Washington,9320.240511,No,Premium,Bachelor,2/24/11,Medical Leave,F,18643,Suburban,Married,119,34,41,0,5,Corporate Auto,Corporate L2,Offer1,Agent,571.2,Four-Door Car,Medsize
AN97123,Nevada,22305.32351,No,Premium,College,2/21/11,Unemployed,F,0,Urban,Married,102,13,89,0,2,Personal Auto,Personal L2,Offer4,Agent,401.528957,Two-Door Car,Medsize
BG19572,Washington,6117.034997,No,Extended,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,87,16,83,0,8,Corporate Auto,Corporate L3,Offer3,Agent,1032.609293,Four-Door Car,Medsize
WL46620,Nevada,7724.678387,No,Basic,Bachelor,2/22/11,Employed,M,29056,Suburban,Married,66,19,2,0,2,Personal Auto,Personal L3,Offer2,Branch,355.531267,Two-Door Car,Medsize
RW46214,Oregon,5229.68034,No,Basic,High School or Below,2/23/11,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,331.2,Four-Door Car,Medsize
HC37968,Oregon,8543.325539,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Married,117,0,6,0,4,Personal Auto,Personal L3,Offer1,Call Center,561.6,Sports Car,Medsize
BG95711,California,16477.47799,No,Extended,College,2/22/11,Employed,F,57264,Rural,Divorced,84,0,30,1,2,Personal Auto,Personal L3,Offer1,Branch,129.249842,Four-Door Car,Medsize
NE57101,Oregon,4244.470352,No,Basic,College,2/21/11,Employed,M,34220,Suburban,Married,109,23,71,1,1,Corporate Auto,Corporate L3,Offer2,Branch,523.2,SUV,Medsize
XS74432,California,8663.919296,No,Basic,High School or Below,2/22/11,Employed,F,29218,Suburban,Married,72,33,40,0,2,Personal Auto,Personal L1,Offer3,Agent,502.369442,Four-Door Car,Medsize
XQ93931,Oregon,7806.137458,No,Basic,College,2/27/11,Employed,M,23706,Suburban,Married,68,1,56,1,2,Corporate Auto,Corporate L3,Offer3,Web,326.4,Four-Door Car,Medsize
CJ59481,Washington,2837.109178,No,Basic,College,2/28/11,Employed,M,90893,Rural,Married,70,8,82,0,1,Personal Auto,Personal L3,Offer1,Agent,70.712507,Two-Door Car,Medsize
AC67315,Nevada,13862.10016,No,Basic,Bachelor,2/21/11,Employed,F,96950,Suburban,Married,115,20,74,0,2,Personal Auto,Personal L2,Offer4,Agent,633.132017,Sports Car,Large
AI11191,Arizona,4228.248035,No,Basic,High School or Below,2/24/11,Employed,F,77853,Rural,Single,106,12,76,0,1,Personal Auto,Personal L2,Offer1,Branch,165.237444,SUV,Medsize
UF13251,Oregon,8510.758196,No,Basic,High School or Below,2/26/11,Employed,M,26032,Suburban,Married,109,18,25,0,3,Personal Auto,Personal L2,Offer2,Web,638.098653,SUV,Medsize
MZ63755,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L1,Offer1,Call Center,667.2,SUV,Medsize
IS53899,Nevada,6992.531494,No,Extended,College,2/22/11,Employed,F,94652,Suburban,Married,86,18,88,0,3,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize
KC69320,Arizona,13037.03339,No,Basic,Bachelor,2/22/11,Employed,F,28582,Suburban,Single,112,27,24,0,2,Personal Auto,Personal L2,Offer2,Agent,537.6,Sports Car,Small
TY27229,Arizona,9114.276632,No,Premium,Bachelor,2/24/11,Employed,M,85942,Rural,Married,116,16,36,2,5,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize
SY86059,California,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large
JZ76788,Nevada,3303.090814,No,Extended,College,2/28/11,Employed,M,29385,Suburban,Single,88,18,8,2,1,Personal Auto,Personal L2,Offer1,Agent,422.4,Two-Door Car,Small
IU95336,Arizona,2823.501795,No,Basic,High School or Below,2/28/11,Employed,M,24350,Suburban,Married,73,6,89,3,1,Corporate Auto,Corporate L2,Offer2,Branch,350.4,Four-Door Car,Medsize
